Element Name,Windows NT,Windows,Component,Redistributable,Declaration Header,Include Header,Library,GUID,GUID Macro,Unicode,Element Type
RpcNsBindingUnexport,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
RpcNsBindingUnexportPnP,Windows 2000 and later,Windows 95 OSR2 and later,RPC,,Rpcnsi.h,,Rpcrt4.lib,,,Implemented as Unicode and ANSI versions on all platforms.,function
RpcNsEntryExpandName,Windows 2000 and later,Windows 98 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,Implemented as Unicode and ANSI versions on Windows 2000/XP.,function
RpcNsEntryObjectInqBegin,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
RpcNsEntryObjectInqDone,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,,function
RpcNsEntryObjectInqNext,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,,function
RpcNsGroupDelete,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
RpcNsGroupMbrAdd,Windows 2000 and later,Windows 98 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,Implemented as Unicode and ANSI versions on Windows 2000/XP.,function
RpcNsGroupMbrInqBegin,Windows 2000 and later,Windows 98 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,Implemented as Unicode and ANSI versions on Windows 2000/XP.,function
RpcNsGroupMbrInqDone,Windows 2000 and later,Windows 98 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,,function
RpcNsGroupMbrInqNext,Windows 2000 and later,Windows 98 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,Implemented as Unicode and ANSI versions on Windows 2000/XP.,function
RpcNsGroupMbrRemove,Windows 2000 and later,Windows 98 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,Implemented as Unicode and ANSI versions on Windows 2000/XP.,function
RpcNsMgmtBindingUnexport,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
RpcNsMgmtEntryCreate,Windows 2000 and later,Windows 98 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,Implemented as Unicode and ANSI versions on Windows 2000/XP.,function
RpcNsMgmtEntryDelete,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
RpcNsMgmtEntryInqIfIds,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
RpcNsMgmtHandleSetExpAge,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,,function
RpcNsMgmtInqExpAge,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,,function
RpcNsMgmtSetExpAge,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,,function
RpcNsProfileDelete,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
RpcNsProfileEltAdd,Windows 2000 and later,Windows 98 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,Implemented as Unicode and ANSI versions on Windows 2000/XP.,function
RpcNsProfileEltInqBegin,Windows 2000 and later,Windows 98 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,Implemented as Unicode and ANSI versions on Windows 2000/XP.,function
RpcNsProfileEltInqDone,Windows 2000 and later,Windows 98 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,,function
RpcNsProfileEltInqNext,Windows 2000 and later,Windows 98 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,Implemented as Unicode and ANSI versions on Windows 2000/XP.,function
RpcNsProfileEltRemove,Windows 2000 and later,Windows 98 and later,RPC,,Rpcnsi.h,,Rpcns4.lib,,,Implemented as Unicode and ANSI versions on Windows 2000/XP.,function
RpcObjectInqType,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcObjectSetInqFn,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcObjectSetType,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcProtseqVectorFree,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
RpcRaiseException,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcRevertToSelf,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcRevertToSelfEx,Windows NT 3.1 and later,Unsupported,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcServerInqBindings,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcServerInqCallAttributes,Windows XP and Windows .NET Server,Unsupported,RPC,,Rpcasync.h,,Rpcrt4.lib,,,,function
RpcServerInqDefaultPrincName,Windows NT 4.0 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcServerInqIf,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcServerListen,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcServerRegisterAuthInfo,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
RpcServerRegisterIf,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcServerRegisterIf2,Windows 2000 and later,Windows 95 OSR2 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,Implemented as Unicode and ANSI versions on all platforms.,function
RpcServerRegisterIfEx,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcServerTestCancel,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcServerUnregisterIf,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcServerUseAllProtseqs,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcServerUseAllProtseqsEx,Windows NT 4.0 and later,Unsupported,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcServerUseAllProtseqsIf,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcServerUseAllProtseqsIfEx,Windows NT 4.0 and later,Unsupported,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcServerUseProtseq,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
RpcServerUseProtseqEp,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
RpcServerUseProtseqEpEx,Windows NT 4.0 and later,Unsupported,RPC,,Rpcdce.h,,Rpcrt4.lib,,,Implemented as Unicode and ANSI versions.,function
RpcServerUseProtseqEx,Windows NT 4.0 and later,Unsupported,RPC,,Rpcdce.h,,Rpcrt4.lib,,,Implemented as Unicode and ANSI versions.,function
RpcServerUseProtseqIf,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
RpcServerUseProtseqIfEx,Windows NT 4.0 and later,Unsupported,RPC,,Rpcdce.h,,Rpcrt4.lib,,,Implemented as Unicode and ANSI versions.,function
RpcSmAllocate,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSmClientFree,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSmDestroyClientContext,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSmDisableAllocate,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSmEnableAllocate,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSmFree,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSmGetThreadHandle,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSmSetClientAllocFree,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSmSetThreadHandle,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSmSwapClientAllocFree,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSsAllocate,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSsDestroyClientContext,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSsDisableAllocate,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSsDontSerializeContext,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSsEnableAllocate,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSsFree,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSsGetThreadHandle,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSsSetClientAllocFree,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSsSetThreadHandle,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcSsSwapClientAllocFree,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcndr.h,,Rpcrt4.lib,,,,function
RpcStringBindingCompose,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
RpcStringBindingParse,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
RpcStringFree,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
RpcTestCancel,Windows NT 3.1 and later,Unsupported,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
RpcWinSetYieldInfo,Unsupported,Unsupported,RPC,RPC 16-bit client,Rpc.h,,Rpcrt4.lib,,,,function
RpcWinSetYieldTimeout,Unsupported,Unsupported,RPC,RPC 16-bit client,Rpc.h,,Rpcrt4.lib,,,,function
UuidCompare,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
UuidCreate,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
UuidCreateNil,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
UuidCreateSequential,Windows 2000 and later,Unsupported,RPC,,Rpcdce.h,,Rpct4.lib,,,,function
UuidEqual,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
UuidFromString,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
UuidHash,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
UuidIsNil,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,,function
UuidToString,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,Rpcrt4.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
Portability Macros,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpc.h,,,,,,macro
RpcTryExcept,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpc.h,,,,,,macro
RpcTryFinally,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpc.h,,,,,,macro
handle_t,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,,,,,simple data type
RPC_AUTH_IDENTITY_HANDLE,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,,,,,simple data type
RPC_AUTHZ_HANDLE,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,,,,,simple data type
RPC_BINDING_HANDLE,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,,,,,simple data type
RPC_EP_INQ_HANDLE,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcasync.h,,,,,,simple data type
RPC_IF_HANDLE,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,,,,,simple data type
RPC_MGR_EPV,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,,,,,simple data type
RPC_NS_HANDLE,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcnsi.h,,,,,,simple data type
RPC_STATUS,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,,,,,simple data type
UUID,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,,,,,simple data type
GUID,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,,,,,structure
NDR_USER_MARSHAL_INFO,Windows 2000 and later,Unsupported,RPC,,Rpcndr.h,,,,,,structure
RPC_ASYNC_STATE,Windows 2000 and later,Unsupported,RPC,,Rpcasync.h,,,,,,structure
RPC_BINDING_VECTOR,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,,,,,structure
RPC_CALL_ATTRIBUTES,Windows XP and Windows .NET Server,Unsupported,RPC,,Rpcasync.h,,,,,,structure
RPC_CLIENT_INTERFACE,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdcep.h,,,,,,structure
RPC_DISPATCH_TABLE,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdcep.h,,,,,,structure
RPC_IF_ID,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,,,,,structure
RPC_IF_ID_VECTOR,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,,,,,structure
RPC_POLICY,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,,,,,structure
RPC_PROTSEQ_VECTOR,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,,,,,structure
RPC_SECURITY_QOS,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,,,,,structure
RPC_STATS_VECTOR,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,,,,,structure
SEC_WINNT_AUTH_IDENTITY,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,,,,,structure
UUID_VECTOR,Windows NT 3.1 and later,Windows 95 and later,RPC,,Rpcdce.h,,,,,,structure
ClaimMediaLabel,Windows 2000 and later,,RSM,,,,,,,,callback function
MaxMediaLabel,Windows 2000 and later,,RSM,,,,,,,,callback function
RegisterMediaLabel,Windows 2000 and later,,RSM,,,,,,,,callback function
AccessNtmsLibraryDoor,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
AddNtmsMediaType,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
AllocateNtmsMedia,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
BeginNtmsDeviceChangeDetection,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
CancelNtmsLibraryRequest,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
CancelNtmsOperatorRequest,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
ChangeNtmsMediaType,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
CleanNtmsDrive,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
CloseNtmsNotification,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
CloseNtmsSession,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
CreateNtmsMedia,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
CreateNtmsMediaPool,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
DeallocateNtmsMedia,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
DecommissionNtmsMedia,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
DeleteNtmsDrive,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
DeleteNtmsLibrary,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
DeleteNtmsMedia,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
DeleteNtmsMediaPool,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
DeleteNtmsMediaType,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
DeleteNtmsRequests,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
DisableNtmsObject,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
DismountNtmsDrive,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
DismountNtmsMedia,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
EjectNtmsCleaner,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
EjectNtmsMedia,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
EnableNtmsObject,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
EndNtmsDeviceChangeDetection,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
EnumerateNtmsObject,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
ExportNtmsDatabase,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
GetNtmsMediaPoolName,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
GetNtmsObjectAttribute,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
GetNtmsObjectInformation,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
GetNtmsObjectSecurity,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
GetNtmsRequestOrder,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
GetNtmsUIOptions,Windows XP and Windows .NET Server,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
IdentifyNtmsSlot,Windows XP and Windows .NET Server,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
ImportNtmsDatabase,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
InjectNtmsCleaner,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
InjectNtmsMedia,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
InventoryNtmsLibrary,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
MountNtmsMedia,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
MoveToNtmsMediaPool,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
OpenNtmsNotification,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
OpenNtmsSession,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
ReleaseNtmsCleanerSlot,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
ReserveNtmsCleanerSlot,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
SatisfyNtmsOperatorRequest,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
SetNtmsDeviceChangeDetection,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
SetNtmsMediaComplete,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
SetNtmsObjectAttribute,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
SetNtmsObjectInformation,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
SetNtmsObjectSecurity,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
SetNtmsRequestOrder,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
SetNtmsUIOptions,Windows XP and Windows .NET Server,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
SubmitNtmsOperatorRequest,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
SwapNtmsMedia,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
UpdateNtmsOmidInfo,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
WaitForNtmsNotification,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
WaitForNtmsOperatorRequest,Windows 2000 and later,,RSM,,Ntmsapi.h,,Ntmsapi.lib,,,,function
MediaLabelInfo,Windows 2000 and later,,RSM,,Ntmsmli.h,,,,,,structure
NTMS_ALLOCATION_INFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
NTMS_CHANGERINFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
NTMS_CHANGERTYPEINFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
NTMS_COMPUTERINFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
NTMS_DRIVEINFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
NTMS_DRIVETYPEINFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
NTMS_IEDOORINFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
NTMS_IEPORTINFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
NTMS_LIBRARYINFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
NTMS_LIBREQUESTINFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
NTMS_LMIDINFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
NTMS_MEDIAPOOLINFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
NTMS_MEDIATYPEINFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
NTMS_NOTIFICATIONINFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
NTMS_OBJECTINFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
NTMS_OPREQUESTINFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
NTMS_PARTITIONINFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
NTMS_PMIDINFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
NTMS_STORAGESLOTINFORMATION,Windows 2000 and later,,RSM,,Ntmsapi.h,,,,,,structure
SaferCloseLevel,Windows XP and Windows .NET Server,,Safer,,WinSafer.h,,Advapi32.lib,,,,function
SaferCreateLevel,Windows XP and Windows .NET Server,,Safer,,WinSafer.h,,Advapi32.lib,,,,function
SaferGetLevelInformation,Windows XP and Windows .NET Server,,Safer,,WinSafer.h,,Advapi32.lib,,,,function
SaferGetPolicyInformation,Windows XP and Windows .NET Server,,Safer,,WinSafer.h,,Advapi32.lib,,,,function
SaferIdentifyLevel,Windows XP and Windows .NET Server,,Safer,,WinSafer.h,,Advapi32.lib,,,,function
SaferRecordEventLogEntry,Windows XP and Windows .NET Server,,Safer,,WinSafer.h,,Advapi32.lib,,,,function
SAFER_CODE_PROPERTIES,Windows XP and Windows .NET Server,,Safer,,WinSafer.h,,,,,,structure
SAFER_HASH_IDENTIFICATION,Windows XP and Windows .NET Server,,Safer,,WinSafer.h,,,,,,structure
SAFER_IDENTIFICATION_HEADER,Windows XP and Windows .NET Server,,Safer,,WinSafer.h,,,,,,structure
SAFER_PATHNAME_IDENTIFICATION,Windows XP and Windows .NET Server,,Safer,,WinSafer.h,,,,,,structure
SAFER_POLICY_INFO_CLASS,Windows XP and Windows .NET Server,,Safer,,WinSafer.h,,,,,,structure
SAFER_URLZONE_IDENTIFICATION,Windows XP and Windows .NET Server,,Safer,,WinSafer.h,,,,,,structure
ACCOUNTINGPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
ATTRIBUTEID,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
ATTRIBUTEINFO,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
ATTRIBUTEPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
ATTRIBUTERESTRICTIONS,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
ATTRIBUTESYNTAX,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
CLIENTPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
CONDITIONPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
DICTIONARYPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
